;D37 4H vs 1H;;;D37 6H vs 1H;;;D37 8H vs 1H;;;D37 16H vs 1H;;;D37 24H vs 1H;;;W37 4H vs 1H;;;W37 6H vs 1H;;;W37 8H vs 1H;;;W37 16H vs 1H;;;W37 24H vs 1H;
Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj
DRO_1961;-0.058721542;0.896096773;DRO_1961;1.433377817;1.39E-08;DRO_1961;0.286646288;0.527623114;DRO_1961;-1.007826942;0.001125409;DRO_1961;-1.094763559;1.55E-06;DRO_1961;1.451731277;6.47E-20;DRO_1961;1.529158582;1.31E-11;DRO_1961;0.815239406;1.95E-07;DRO_1961;0.932651203;1.66E-09;DRO_1961;0.555767887;0.000356045
DRO_1962;-0.308920423;0.001303464;DRO_1962;-0.342079998;6.11E-05;DRO_1962;-0.324935274;0.002458255;DRO_1962;1.32225552;4.87E-16;DRO_1962;0.592474722;9.07E-10;DRO_1962;0.051243376;0.705881076;DRO_1962;-0.142046381;0.449873146;DRO_1962;-0.502369925;9.78E-07;DRO_1962;0.5877523;1.63E-06;DRO_1962;0.994139141;7.86E-22
DRO_1963;-0.291314561;0.08283812;DRO_1963;-0.85937805;1.45E-07;DRO_1963;-1.256156669;4.49E-09;DRO_1963;-2.066116929;8.22E-18;DRO_1963;-0.748679596;5.27E-06;DRO_1963;0.10249663;0.555542226;DRO_1963;0.051484592;0.804469447;DRO_1963;-0.540838007;0.00120851;DRO_1963;-0.122359843;0.495314672;DRO_1963;0.510683705;8.33E-05
DRO_1964;0.488356837;0.326629889;DRO_1964;0.390311569;0.522746492;DRO_1964;-0.351832206;0.633672598;DRO_1964;-1.224940454;0.195479721;DRO_1964;0.144742258;0.810059568;DRO_1964;0.723400363;0.100900818;DRO_1964;0.418940667;0.496223231;DRO_1964;-0.647956085;0.289627441;DRO_1964;0.502270206;0.348084547;DRO_1964;0.864468443;0.064017744
DRO_1965;-0.378305442;0.004067827;DRO_1965;-0.848571621;1.17E-10;DRO_1965;-1.25218795;1.59E-16;DRO_1965;-1.587228926;4.25E-19;DRO_1965;-0.427005018;0.000827472;DRO_1965;0.181487133;0.235182372;DRO_1965;-0.102196684;0.595703943;DRO_1965;-0.637956283;3.42E-06;DRO_1965;0.768555238;3.20E-07;DRO_1965;1.085665609;2.85E-18
DRO_1966;0.996928471;5.28E-07;DRO_1966;2.428681853;9.25E-35;DRO_1966;1.888664612;8.10E-24;DRO_1966;2.424630833;3.90E-32;DRO_1966;2.053644039;6.64E-34;DRO_1966;1.716265381;7.02E-20;DRO_1966;2.215160221;2.58E-28;DRO_1966;1.809004719;1.16E-20;DRO_1966;2.592314702;9.16E-49;DRO_1966;3.310437087;2.47E-101
DRO_1967;0.485502665;0.002266295;DRO_1967;1.493203116;1.70E-20;DRO_1967;0.890154388;3.49E-10;DRO_1967;1.605664592;5.38E-13;DRO_1967;1.195196672;3.79E-22;DRO_1967;0.43996432;0.000980567;DRO_1967;0.736468892;4.66E-05;DRO_1967;0.895906337;5.35E-14;DRO_1967;1.58660867;3.58E-33;DRO_1967;1.442323603;1.38E-34
DRO_1968;2.014345127;3.72E-69;DRO_1968;2.524735371;2.48E-144;DRO_1968;1.841169739;5.47E-40;DRO_1968;2.340381209;3.07E-65;DRO_1968;0.884970202;1.51E-14;DRO_1968;0.317364989;0.046635865;DRO_1968;0.446736975;0.023517125;DRO_1968;-0.240777507;0.078259556;DRO_1968;0.030164936;0.83297944;DRO_1968;-0.438655566;0.000348886
DRO_1969;0.012071185;0.928575949;DRO_1969;-0.174188253;0.114191847;DRO_1969;-0.651428675;2.05E-06;DRO_1969;-1.408297289;2.20E-21;DRO_1969;-0.490053878;1.80E-05;DRO_1969;-0.119612606;0.318131192;DRO_1969;-0.223882178;0.20246735;DRO_1969;-0.10033928;0.406942332;DRO_1969;-0.701634004;9.41E-08;DRO_1969;-0.39341893;0.00104297
DRO_1970;-0.002582508;0.981924321;DRO_1970;0.110242274;0.193130707;DRO_1970;0.114614193;0.30955649;DRO_1970;-0.795199719;4.74E-10;DRO_1970;0.427780389;5.52E-05;DRO_1970;0.152257317;0.159100968;DRO_1970;0.393344727;0.0010418;DRO_1970;0.478960934;1.83E-07;DRO_1970;0.678502602;3.97E-10;DRO_1970;1.362486617;9.42E-47
DRO_1971;-0.582245078;1.23E-08;DRO_1971;-0.411465462;2.74E-05;DRO_1971;-0.473168698;6.83E-05;DRO_1971;-1.449170694;9.99E-21;DRO_1971;-0.42024719;6.18E-05;DRO_1971;-0.099823082;0.423572608;DRO_1971;-0.15878219;0.359044762;DRO_1971;0.024901508;0.845046359;DRO_1971;-0.000470353;0.998148794;DRO_1971;-0.141398847;0.191378074
DRO_1972;1.420386469;1.09E-13;DRO_1972;2.759516348;9.11E-143;DRO_1972;2.541240017;1.80E-98;DRO_1972;0.452583106;0.001702476;DRO_1972;1.276268822;1.82E-22;DRO_1972;1.533682834;1.14E-23;DRO_1972;2.574659086;2.42E-48;DRO_1972;3.269671923;5.78E-149;DRO_1972;1.911363091;5.90E-48;DRO_1972;1.836178386;1.86E-49
DRO_1973;0.478465847;0.002665191;DRO_1973;1.402040049;2.49E-25;DRO_1973;1.518581554;6.17E-24;DRO_1973;2.211046123;7.62E-35;DRO_1973;1.878415257;1.53E-46;DRO_1973;0.293240174;0.028134924;DRO_1973;0.912602651;4.92E-07;DRO_1973;1.010057606;1.37E-17;DRO_1973;1.908274865;3.56E-51;DRO_1973;1.956851104;4.08E-47
DRO_1974;-0.092684381;0.52865725;DRO_1974;0.638284674;2.07E-07;DRO_1974;1.059828152;3.80E-16;DRO_1974;1.98363543;2.43E-45;DRO_1974;1.886364354;1.14E-56;DRO_1974;-0.469546524;4.12E-05;DRO_1974;0.213019023;0.123183821;DRO_1974;0.50671742;3.26E-06;DRO_1974;1.567187286;1.29E-44;DRO_1974;1.819620562;2.76E-85
DRO_1975;0.201152333;0.628320445;DRO_1975;0.718096253;0.072126648;DRO_1975;0.953563251;0.014332641;DRO_1975;2.641448439;8.32E-13;DRO_1975;2.292224132;1.29E-12;DRO_1975;-0.355745429;0.39697263;DRO_1975;0.285200231;0.524337904;DRO_1975;0.242577642;0.540870633;DRO_1975;1.203717231;0.000310706;DRO_1975;1.955740792;3.58E-13
DRO_1976;-0.905243952;1.46E-12;DRO_1976;-0.482009012;5.20E-05;DRO_1976;-0.155362329;0.277907002;DRO_1976;2.133471149;3.82E-64;DRO_1976;0.861418096;1.85E-13;DRO_1976;-1.285281225;2.22E-23;DRO_1976;-1.286840821;1.73E-17;DRO_1976;-1.137571749;4.78E-19;DRO_1976;0.000103577;0.999352261;DRO_1976;0.145541255;0.226216238
DRO_1977;-0.432801078;0.0227767;DRO_1977;-0.243046099;0.200164478;DRO_1977;0.036417712;0.847737534;DRO_1977;2.244792574;4.21E-40;DRO_1977;0.536203857;0.00041292;DRO_1977;-0.750647083;3.60E-06;DRO_1977;-0.655982787;0.000484722;DRO_1977;-0.358925706;0.016341877;DRO_1977;0.965457895;1.99E-12;DRO_1977;0.892499198;1.94E-12
DRO_1978;-0.938800749;1.71E-13;DRO_1978;-1.420224016;2.19E-56;DRO_1978;-1.009726229;4.30E-13;DRO_1978;0.840405836;4.29E-08;DRO_1978;-1.162065542;8.58E-26;DRO_1978;-1.19827157;2.40E-26;DRO_1978;-1.498099678;1.96E-19;DRO_1978;-0.700011036;3.34E-10;DRO_1978;0.335796318;0.002046667;DRO_1978;-0.495472382;7.64E-07
DRO_1979;-1.084631966;6.75E-10;DRO_1979;-1.204432842;2.64E-25;DRO_1979;-0.302728993;0.044930257;DRO_1979;1.54247313;1.05E-17;DRO_1979;-0.393698484;0.000135536;DRO_1979;-1.626150401;5.41E-40;DRO_1979;-1.340068762;3.28E-19;DRO_1979;-0.179969722;0.227023079;DRO_1979;1.22023055;2.14E-17;DRO_1979;0.190919976;0.169736844
DRO_1980;0.277904795;0.187993058;DRO_1980;-0.605570585;0.006059993;DRO_1980;-0.483951063;0.044456364;DRO_1980;-0.409599217;0.189196792;DRO_1980;-0.681619932;0.000307828;DRO_1980;0.138580448;0.536238848;DRO_1980;-0.394827684;0.117962406;DRO_1980;0.069794365;0.751229371;DRO_1980;0.920677363;2.49E-06;DRO_1980;1.108453759;5.43E-11
DRO_1981;0.31085587;0.173558069;DRO_1981;-0.004430264;0.978709141;DRO_1981;-0.246187419;0.175433648;DRO_1981;-0.897395821;3.58E-06;DRO_1981;-2.543653073;9.45E-67;DRO_1981;0.066986801;0.746859101;DRO_1981;-0.407876071;0.014245881;DRO_1981;-0.212673059;0.108326976;DRO_1981;-1.129044;5.03E-17;DRO_1981;-2.535424274;3.81E-79
DRO_1982;-0.086767788;0.40825671;DRO_1982;0.563089986;2.04E-05;DRO_1982;1.621693033;3.23E-45;DRO_1982;1.129118601;1.38E-07;DRO_1982;0.084540049;0.573434116;DRO_1982;0.027500793;0.804701188;DRO_1982;0.622669833;3.56E-05;DRO_1982;2.274863972;7.01E-152;DRO_1982;-0.644516096;2.33E-09;DRO_1982;-0.391589011;1.22E-06
DRO_1983;0.324465637;0.041683876;DRO_1983;0.184627784;0.271327931;DRO_1983;1.022733846;5.43E-11;DRO_1983;1.225230601;9.69E-06;DRO_1983;1.055918301;1.13E-07;DRO_1983;0.112673675;0.526846069;DRO_1983;0.513678665;0.02426258;DRO_1983;1.436400291;4.04E-26;DRO_1983;1.119120244;9.43E-14;DRO_1983;1.351851657;4.02E-26
DRO_1984;-0.030629743;0.81430695;DRO_1984;0.209960062;0.046331236;DRO_1984;0.256947937;0.06183343;DRO_1984;-0.128274833;0.425821463;DRO_1984;-1.111095605;6.35E-20;DRO_1984;0.111521019;0.46586607;DRO_1984;0.33792609;0.04162652;DRO_1984;0.733299237;1.64E-09;DRO_1984;0.348588736;0.008958437;DRO_1984;-0.234292548;0.071538606
DRO_1985;-0.134747846;0.347220394;DRO_1985;-0.365646112;0.000922233;DRO_1985;-0.453082829;0.000560903;DRO_1985;-1.047184106;8.94E-13;DRO_1985;-1.538086583;4.91E-32;DRO_1985;0.087449539;0.488300159;DRO_1985;0.050387045;0.801275171;DRO_1985;-0.102187137;0.349397673;DRO_1985;-0.130715702;0.29127197;DRO_1985;-0.561257143;1.20E-08
DRO_1986;-0.73155225;6.73E-13;DRO_1986;-1.436132027;2.11E-32;DRO_1986;-1.585323842;1.08E-30;DRO_1986;-1.824656963;1.13E-38;DRO_1986;-1.35192156;1.04E-38;DRO_1986;-0.29653346;0.004109935;DRO_1986;-1.036819106;1.13E-13;DRO_1986;-1.475572437;8.25E-45;DRO_1986;-1.227023941;1.38E-25;DRO_1986;-0.732236155;7.95E-13
DRO_1987;-0.787884092;2.65E-13;DRO_1987;-0.638741335;2.64E-11;DRO_1987;-0.544020854;1.29E-07;DRO_1987;-0.931115702;2.84E-06;DRO_1987;-2.440223599;4.30E-132;DRO_1987;-0.730213933;2.53E-09;DRO_1987;-0.536332548;0.000120416;DRO_1987;-0.000116441;0.999018173;DRO_1987;-1.129040421;2.18E-21;DRO_1987;-2.696851213;8.64E-176
DRO_1988;-0.108799093;0.420715057;DRO_1988;0.13861065;0.255357902;DRO_1988;-0.04087963;0.778075824;DRO_1988;-0.180452671;0.232620676;DRO_1988;-1.593492682;3.60E-33;DRO_1988;0.101051782;0.456266023;DRO_1988;0.567647489;0.000119385;DRO_1988;0.653868635;3.58E-09;DRO_1988;0.147885586;0.252106769;DRO_1988;-0.694882302;6.92E-10
DRO_1989;-0.044850561;0.75995272;DRO_1989;0.206333843;0.059643363;DRO_1989;0.127000654;0.341170713;DRO_1989;0.02676833;0.86864417;DRO_1989;-1.113544315;1.04E-20;DRO_1989;0.100198822;0.538810615;DRO_1989;0.343273002;0.069057677;DRO_1989;0.680243735;7.30E-08;DRO_1989;0.459523256;0.001034412;DRO_1989;-0.233800509;0.069798361
DRO_1990;0.520948822;0.020620909;DRO_1990;1.100344257;9.26E-07;DRO_1990;0.891087191;0.000226236;DRO_1990;1.043860008;0.000118368;DRO_1990;0.583088358;0.005683652;DRO_1990;-0.049762975;0.860864227;DRO_1990;0.297759015;0.286644063;DRO_1990;0.557268439;0.011924966;DRO_1990;0.785137806;0.000103109;DRO_1990;0.706533105;0.000186573
DRO_1991;-0.037197903;0.812167835;DRO_1991;-0.35174144;0.006736743;DRO_1991;-0.404507269;0.007430882;DRO_1991;-0.721583347;4.84E-05;DRO_1991;-0.353177322;0.006434681;DRO_1991;0.381687115;0.028108957;DRO_1991;0.297876936;0.159185724;DRO_1991;0.33084946;0.043926704;DRO_1991;0.573135094;0.000226163;DRO_1991;0.291521617;0.066851516
DRO_1992;-0.113806926;0.524313583;DRO_1992;-0.778790898;7.03E-06;DRO_1992;-1.106945348;1.72E-07;DRO_1992;-1.122833191;7.86E-07;DRO_1992;-0.806348701;4.81E-06;DRO_1992;0.395778256;0.019502694;DRO_1992;0.571552681;0.002429978;DRO_1992;-0.23286892;0.204944125;DRO_1992;0.046054381;0.806489336;DRO_1992;-0.142540906;0.400878303
DRO_1993;-0.684952352;4.44E-05;DRO_1993;-1.789225949;2.46E-49;DRO_1993;-2.14796404;7.22E-49;DRO_1993;-1.628144682;1.62E-24;DRO_1993;-1.132544062;6.77E-16;DRO_1993;-0.995380131;2.17E-18;DRO_1993;-1.657220068;6.27E-28;DRO_1993;-1.726354237;3.83E-57;DRO_1993;-1.093571786;2.83E-21;DRO_1993;-0.788778072;5.34E-14
DRO_1994;-0.634403446;2.53E-07;DRO_1994;-0.905723025;1.87E-21;DRO_1994;-0.706296427;2.50E-09;DRO_1994;-0.038049167;0.778323984;DRO_1994;0.294222475;0.004393338;DRO_1994;-0.021483953;0.898614563;DRO_1994;-0.567286781;1.02E-05;DRO_1994;-0.702493569;4.32E-12;DRO_1994;0.245727527;0.049183666;DRO_1994;0.079413504;0.451359215
DRO_1995;-1.146454253;9.91E-21;DRO_1995;-1.462527133;3.18E-40;DRO_1995;-1.416910139;4.88E-25;DRO_1995;-0.869165508;8.86E-10;DRO_1995;-0.948652318;3.91E-15;DRO_1995;-0.222215909;0.096486848;DRO_1995;-0.662872701;3.69E-05;DRO_1995;-0.658505422;7.45E-09;DRO_1995;-0.343495866;0.007981789;DRO_1995;-1.151669158;2.26E-23
DRO_1996;0.496266603;9.23E-05;DRO_1996;0.865782549;1.07E-14;DRO_1996;0.232700874;0.093949665;DRO_1996;0.204670683;0.22676123;DRO_1996;-0.262460015;0.03168317;DRO_1996;0.821700961;4.60E-11;DRO_1996;0.777778073;1.14E-05;DRO_1996;0.476077538;4.42E-05;DRO_1996;0.388401906;0.002779572;DRO_1996;-0.687959568;7.96E-09
DRO_1997;-0.066717652;0.787527678;DRO_1997;-0.913918974;0.000272675;DRO_1997;-1.220458253;1.11E-05;DRO_1997;-0.075793142;0.802010837;DRO_1997;0.219083388;0.291225067;DRO_1997;0.439119436;0.086179893;DRO_1997;0.362603174;0.268967795;DRO_1997;-0.197000128;0.479088056;DRO_1997;0.438985167;0.051527368;DRO_1997;0.651375649;0.001432456
DRO_1998;-0.123470763;0.540015801;DRO_1998;-0.628800201;0.001311178;DRO_1998;-2.057823499;2.25E-14;DRO_1998;0.02852465;0.907176156;DRO_1998;0.193572589;0.275334014;DRO_1998;0.236832529;0.230781217;DRO_1998;-0.21130747;0.391058559;DRO_1998;-1.009805616;1.64E-05;DRO_1998;-0.904702251;4.91E-05;DRO_1998;-0.109746202;0.549538192
DRO_1999;-0.466459192;7.69E-05;DRO_1999;-0.505149;1.88E-06;DRO_1999;-0.793439678;1.88E-09;DRO_1999;-2.032279644;1.89E-28;DRO_1999;-2.672999751;1.53E-110;DRO_1999;-0.158735731;0.19698174;DRO_1999;-0.219107822;0.140374635;DRO_1999;-0.899519471;1.27E-17;DRO_1999;-1.747751494;3.32E-47;DRO_1999;-2.438165536;1.39E-129
DRO_2000;-0.073977084;0.559374921;DRO_2000;-0.137319515;0.210631417;DRO_2000;-0.565012014;4.46E-06;DRO_2000;-2.289361307;1.92E-39;DRO_2000;-2.601481282;4.36E-98;DRO_2000;0.224795029;0.080769423;DRO_2000;0.385925661;0.014639145;DRO_2000;-0.526294669;1.40E-05;DRO_2000;-1.850206682;4.12E-46;DRO_2000;-1.938367356;6.93E-60
DRO_2001;-0.284490002;0.074283201;DRO_2001;-1.036019877;9.88E-10;DRO_2001;-0.970358735;7.51E-08;DRO_2001;-0.675707831;0.001397841;DRO_2001;-0.515436451;0.000528229;DRO_2001;-0.429722575;0.011117192;DRO_2001;-0.775345706;8.67E-05;DRO_2001;-0.689728858;0.000140145;DRO_2001;0.544087801;0.000273736;DRO_2001;0.46549202;0.000677059
DRO_2002;-0.191976294;0.44774883;DRO_2002;-1.351522282;1.48E-06;DRO_2002;-1.109062495;6.74E-05;DRO_2002;-1.289459645;0.000241373;DRO_2002;-1.918074372;1.74E-14;DRO_2002;-0.774140909;0.000986469;DRO_2002;-1.419134617;1.02E-06;DRO_2002;-1.487252227;5.24E-10;DRO_2002;-1.570028321;6.38E-13;DRO_2002;-1.605262444;1.05E-14
DRO_2003;0.654058185;0.003404316;DRO_2003;-0.684144861;0.014183357;DRO_2003;-0.257883388;0.442824795;DRO_2003;0.36056691;0.250735874;DRO_2003;0.983429404;1.84E-06;DRO_2003;0.261504326;0.294728193;DRO_2003;-0.404741732;0.177347362;DRO_2003;-0.191064728;0.436262855;DRO_2003;0.249529945;0.299230723;DRO_2003;0.197132616;0.344425101
DRO_2004;0.472159906;0.000279303;DRO_2004;1.048643149;1.22E-19;DRO_2004;0.884887914;1.40E-11;DRO_2004;0.654569072;0.000250527;DRO_2004;0.733287361;1.10E-09;DRO_2004;0.500233947;0.000148315;DRO_2004;0.830309943;7.70E-07;DRO_2004;1.139438423;7.52E-20;DRO_2004;1.189894049;2.68E-19;DRO_2004;0.58862662;1.50E-06
DRO_2005;0.501166483;0.000230975;DRO_2005;0.874310337;1.01E-13;DRO_2005;1.07095631;1.41E-09;DRO_2005;-0.163407761;0.396648928;DRO_2005;0.030473455;0.829585219;DRO_2005;1.317156669;3.42E-15;DRO_2005;0.455861763;0.050455836;DRO_2005;0.336697162;0.029610373;DRO_2005;0.14537321;0.326565773;DRO_2005;-0.350171926;0.009884063
DRO_2006;-0.069968804;0.663685362;DRO_2006;-0.404127305;0.000169516;DRO_2006;-0.445133048;0.002199793;DRO_2006;-0.773019397;1.17E-06;DRO_2006;-1.996402238;1.50E-53;DRO_2006;-0.245262611;0.077568604;DRO_2006;0.009104276;0.963613704;DRO_2006;0.230047272;0.036099066;DRO_2006;-1.470793144;6.04E-32;DRO_2006;-1.270606831;2.14E-24
DRO_2007;-0.476818318;0.003034645;DRO_2007;-0.431839954;0.014509476;DRO_2007;-0.007232392;0.972180912;DRO_2007;-2.44895361;2.04E-29;DRO_2007;-0.748862424;0.000555445;DRO_2007;-0.421004771;0.021930771;DRO_2007;-0.589882411;0.003422163;DRO_2007;-0.674485454;1.29E-05;DRO_2007;-0.998271759;1.72E-10;DRO_2007;0.628876096;1.74E-05
DRO_2008;0.821963378;1.21E-13;DRO_2008;1.915290281;5.10E-34;DRO_2008;2.402660807;1.07E-77;DRO_2008;0.072761823;0.849651013;DRO_2008;-1.028548093;3.12E-13;DRO_2008;0.296538264;0.001716042;DRO_2008;1.609938541;8.56E-43;DRO_2008;2.297454963;7.48E-155;DRO_2008;-1.592100285;4.56E-51;DRO_2008;-1.142134844;8.73E-43
DRO_2009;0.266289796;0.119870779;DRO_2009;-0.023310867;0.88682191;DRO_2009;-0.797922796;7.75E-06;DRO_2009;0.878978144;0.000112695;DRO_2009;0.015882086;0.932499951;DRO_2009;0.650149559;7.25E-06;DRO_2009;0.523411754;0.016032404;DRO_2009;-0.498490813;0.001806674;DRO_2009;-0.220329065;0.175210788;DRO_2009;-0.124619035;0.428514411
DRO_2010;0.303725445;0.077011886;DRO_2010;-0.299376985;0.147261806;DRO_2010;-0.862391909;0.000118183;DRO_2010;0.121957551;0.578236545;DRO_2010;-0.427692669;0.010684113;DRO_2010;0.235887634;0.152512695;DRO_2010;0.277558946;0.199160674;DRO_2010;-1.424299469;3.60E-13;DRO_2010;-1.940315151;3.18E-22;DRO_2010;-1.051873529;8.18E-11
DRO_2011;-0.122651296;0.502548408;DRO_2011;-0.205796568;0.045112216;DRO_2011;-0.575528224;3.82E-06;DRO_2011;-1.291719472;1.83E-21;DRO_2011;-1.794094328;2.37E-58;DRO_2011;0.104963418;0.492594682;DRO_2011;0.213548589;0.324696919;DRO_2011;0.16369818;0.152617356;DRO_2011;-1.322133807;3.92E-28;DRO_2011;-2.01095279;3.18E-73
DRO_2012;-0.217357905;0.2805461;DRO_2012;0.39335458;0.039442417;DRO_2012;1.419566066;3.04E-16;DRO_2012;2.572530778;3.27E-39;DRO_2012;-0.302045605;0.098370012;DRO_2012;0.209083126;0.4404908;DRO_2012;0.448982749;0.131971779;DRO_2012;0.995983937;1.98E-06;DRO_2012;1.477696384;6.25E-12;DRO_2012;0.358164214;0.114824864
DRO_2013;-0.76490842;6.06E-10;DRO_2013;-2.024581648;1.09E-49;DRO_2013;-1.973111036;7.37E-41;DRO_2013;-1.435116242;3.40E-20;DRO_2013;-1.176603671;7.49E-18;DRO_2013;-0.437931858;0.000947124;DRO_2013;-0.812146438;1.59E-07;DRO_2013;-1.344081549;4.68E-26;DRO_2013;-0.449388393;0.002689726;DRO_2013;-0.542343161;2.03E-05
DRO_2014;-0.541925521;0.000192306;DRO_2014;-1.426650498;3.02E-21;DRO_2014;-1.592572227;2.94E-17;DRO_2014;-1.130511076;6.39E-10;DRO_2014;-1.508393369;1.84E-21;DRO_2014;-0.073831163;0.6271417;DRO_2014;-0.492289688;0.007715654;DRO_2014;-1.075432689;7.86E-13;DRO_2014;-0.212769891;0.179765697;DRO_2014;-0.958934339;4.56E-14
DRO_2015;-0.152010026;0.253564725;DRO_2015;-0.623610784;9.42E-07;DRO_2015;-1.01888642;1.57E-07;DRO_2015;-1.039386025;8.37E-09;DRO_2015;-1.226827158;2.46E-22;DRO_2015;0.30352413;0.011542417;DRO_2015;-0.073933638;0.628565968;DRO_2015;-0.578573055;8.15E-09;DRO_2015;0.429630714;0.006518081;DRO_2015;-0.492227165;4.70E-07
DRO_2016;-0.375690109;0.001991221;DRO_2016;-0.251499186;0.012251006;DRO_2016;-0.45556184;7.18E-05;DRO_2016;-1.386983953;1.95E-22;DRO_2016;-1.446588527;8.60E-29;DRO_2016;-0.720179438;1.09E-12;DRO_2016;-0.299182918;0.024921307;DRO_2016;-0.094463182;0.35349847;DRO_2016;-0.898100039;3.17E-13;DRO_2016;-0.433603948;0.000121087
DRO_2017;-0.067852553;0.682657928;DRO_2017;0.120550674;0.452754162;DRO_2017;-0.040763285;0.811686927;DRO_2017;-1.223829368;1.57E-07;DRO_2017;-1.188812809;3.08E-11;DRO_2017;-0.619564364;8.38E-08;DRO_2017;-0.346695907;0.085738331;DRO_2017;-0.281768586;0.056724997;DRO_2017;-1.165335786;3.26E-24;DRO_2017;-0.901875714;4.29E-15
DRO_2018;-0.628522432;2.92E-05;DRO_2018;-1.515881176;2.35E-45;DRO_2018;-1.486556515;7.46E-28;DRO_2018;-2.879696294;1.29E-63;DRO_2018;-7.55303036;0;DRO_2018;-1.068908021;6.60E-09;DRO_2018;-1.809850436;4.01E-21;DRO_2018;-1.862799066;1.38E-33;DRO_2018;-5.904484249;5.78E-238;DRO_2018;-7.930682872;0
DRO_2019;-0.879277855;1.56E-16;DRO_2019;-1.87321327;1.04E-86;DRO_2019;-1.776847849;2.60E-43;DRO_2019;-3.243136918;3.50E-109;DRO_2019;-8.287962844;0;DRO_2019;-1.242439825;3.80E-31;DRO_2019;-1.827172301;1.56E-28;DRO_2019;-2.121904647;8.76E-74;DRO_2019;-6.397300594;0;DRO_2019;-8.530701357;2.29E-95
DRO_2020;-0.63694796;3.39E-08;DRO_2020;-1.424806392;6.34E-39;DRO_2020;-1.452593936;5.29E-35;DRO_2020;-2.403864376;2.13E-74;DRO_2020;-6.076138367;0;DRO_2020;-0.958610234;4.79E-13;DRO_2020;-1.973762288;5.45E-40;DRO_2020;-2.065959697;3.96E-58;DRO_2020;-4.327370875;7.77E-239;DRO_2020;-5.915337099;0
DRO_2021;-0.85132191;1.09E-09;DRO_2021;-1.675190896;7.69E-62;DRO_2021;-1.710878752;9.18E-44;DRO_2021;-2.387395076;1.39E-48;DRO_2021;-5.967314131;0;DRO_2021;-1.003922413;9.71E-11;DRO_2021;-2.136768544;2.22E-45;DRO_2021;-2.109647781;2.96E-59;DRO_2021;-3.967072904;4.37E-169;DRO_2021;-6.028071856;0
DRO_2022;-0.836547506;6.71E-09;DRO_2022;-1.288163379;1.82E-47;DRO_2022;-1.26033393;6.48E-26;DRO_2022;-1.344528202;4.90E-20;DRO_2022;-4.830474554;0;DRO_2022;-0.770986552;5.51E-06;DRO_2022;-1.397718541;4.30E-14;DRO_2022;-1.512368916;3.78E-32;DRO_2022;-2.944921179;3.44E-100;DRO_2022;-4.49740753;2.45E-235
DRO_2023;-0.77928851;1.30E-06;DRO_2023;-1.254873254;1.37E-30;DRO_2023;-1.275275108;5.60E-28;DRO_2023;-1.160515028;6.10E-12;DRO_2023;-4.535060589;4.39E-181;DRO_2023;-0.584511172;0.00721131;DRO_2023;-1.279915671;1.17E-12;DRO_2023;-1.203612299;4.41E-14;DRO_2023;-2.825486661;1.05E-64;DRO_2023;-4.506832796;3.37E-157
DRO_2024;-0.682219171;8.59E-09;DRO_2024;-0.911468489;1.25E-20;DRO_2024;-0.756149226;2.17E-08;DRO_2024;-0.634640028;0.000159428;DRO_2024;-5.019524124;0;DRO_2024;-0.948669197;5.29E-11;DRO_2024;-1.420908204;5.26E-19;DRO_2024;-1.309532907;1.50E-21;DRO_2024;-3.143889232;3.16E-109;DRO_2024;-5.63390686;0
DRO_2025;-0.269707881;0.100261443;DRO_2025;0.61964407;1.09E-09;DRO_2025;1.477194532;3.52E-25;DRO_2025;-0.527101074;0.001717281;DRO_2025;-3.119030514;1.25E-189;DRO_2025;-0.898312953;4.03E-09;DRO_2025;-0.611464597;0.003747387;DRO_2025;0.848765405;7.81E-08;DRO_2025;-0.563618247;0.000370953;DRO_2025;-2.538344342;1.09E-80
DRO_2026;-0.232431647;0.037797566;DRO_2026;-0.255961033;0.003213074;DRO_2026;-0.630288678;1.42E-07;DRO_2026;-1.310284823;2.00E-17;DRO_2026;-1.784232867;1.78E-46;DRO_2026;-0.530727474;2.16E-08;DRO_2026;-0.630492263;7.36E-05;DRO_2026;-0.821640054;1.16E-17;DRO_2026;-1.023133088;1.51E-20;DRO_2026;-0.733968092;6.69E-18
DRO_2027;0.392465937;0.001283039;DRO_2027;0.434703548;7.73E-05;DRO_2027;-0.175862356;0.188923343;DRO_2027;-1.397878578;4.72E-20;DRO_2027;-1.213651279;1.64E-14;DRO_2027;-0.054160663;0.724112917;DRO_2027;-0.330558484;0.02098033;DRO_2027;-0.537409187;9.69E-07;DRO_2027;-0.879842645;5.61E-11;DRO_2027;-0.139766047;0.306519881
DRO_2028;0.45175396;0.000278928;DRO_2028;0.406485035;0.007555373;DRO_2028;-0.143432288;0.386637325;DRO_2028;-0.318675983;0.21360599;DRO_2028;-0.070725711;0.690580198;DRO_2028;0.523781897;0.000252302;DRO_2028;0.367474528;0.022562376;DRO_2028;-0.228061589;0.119154167;DRO_2028;0.486926995;0.00028625;DRO_2028;0.350549387;0.002757286
